label,study_and_condition
1, antibodies recurrent grade two follicular lymphoma diagnosis pregnant women excluded from this breastfeeding should be discontinued if mother is treated lenalidomide
1, everolimus triple negative breast carcinoma diagnosis women child bearing potential wocbp defined all women physiologically capable becoming pregnant must use highly effective methods contraception during eight weeks after ending treatment highly effective contraception methods include combination any two following
1, vorinostat stage iv marginal zone lymphoma diagnosis patients evidence hepatitis hepatitis pcr positivity hepatitis reactivation following myelosuppressive therapy can lead fatal complications
0, vitamin d subcutaneous panniculitis like cell lymphoma diagnosis during active monitoring phase active treatment observation participants must be willing return consenting institution follow up
1, bupivacaine cancer diagnosis intolerance allergy contraindication use either fentanyl bupivacaine
0, pharmacological recurrent mantle cell lymphoma diagnosis at least fourteen days after last dose long acting growth factor neulasta seven days short acting growth factor agents that have known adverse events occurring beyond seven days after administration this period must be extended beyond time during which adverse events known occur duration this interval must be discussed chair
0, everolimus bladder cancer diagnosis adequate bone marrow function shown by
1, laboratory biomarker analysis recurrent laryngeal verrucous carcinoma diagnosis medical psychiatric illness which would compromise patient ability tolerate this treatment comply administration drug
0, vaccines metastatic renal cell cancer diagnosis prothrombin time pt international normalized ratio inr equal less doc uln patients receiving anticoagulation therapy pt inr equal less three
1, mycophenolate mofetil recurrent adult lymphoblastic lymphoma diagnosis prior hematopoietic stem cell transplant autologous allogeneic
0, everolimus stage iv adult immunoblastic lymphoma diagnosis myelodysplasia mds myeloproliferative syndrome mps patients must have received previous myelosuppressive chemotherapy hct have less five marrow blasts at time transplant
1, antibodies stage ivb colon cancer diagnosis immunotherapy equal less twenty eight days prior registration
1, cyclophosphamide oropharyngeal cancer diagnosis concurrent systemic steroid therapy
0, fluorouracil colorectal cancer diagnosis no ischemic cardiac disease
0, etoposide phosphate neuroblastoma diagnosis no concurrent participation another clinical trial that would preclude outcome assessment this clinical trial
1, cisplatin non small cell lung cancer diagnosis ecog status greater two
1, dexamethasone acetate multiple myeloma diagnosis hypersensitivity thalidomide lenalidomide cyclophosphamide dexamethasone
1, erlotinib hydrochloride advanced adult primary liver cancer diagnosis prior egfr targeting therapy
0, cladribine refractory cell non hodgkin lymphoma diagnosis alkaline phosphatase equal less doc uln
1, exercise counseling rectal cancer diagnosis diabetes hyperlipidemia uncontrolled hypertension
0, dexamethasone lymphoma diagnosis must have fab lthree morphology have been registered on pog nine thousand four hundred
0, usual nutritional care cancer diagnosis written informed consent
1, paclitaxel breast cancer diagnosis patients any major surgery open biopsy significant traumatic injury within twenty eight days prior entry anticipation major surgery during other their definitive breast surgery ineligible
0, staurosporine recurrent small cell lung cancer diagnosis more four weeks since prior chemotherapy six weeks nitrosoureas mitomycin recovered
1, docetaxel patients history other malignancies except adequately treated non melanoma skin cancer solid tumours curatively treated no evidence disease greater three years
1, bevacizumab stage iva cervical cancer diagnosis treatment systemic immunostimulatory agents including but not limited interferon ifn alpha interleukin il two within six weeks five half lives drug whichever is shorter prior cycle one day one
0, assessment therapy complications noncontiguous stage ii small lymphocytic lymphoma diagnosis has internet email access indicated by logon site consent assessment
1, antibodies monoclonal colorectal neoplasms diagnosis known brain metastases uncontrolled pleural effusions
0, antibodies monoclonal stage iv squamous cell carcinoma larynx diagnosis no other uncontrolled illness
0, paclitaxel metastatic breast cancer diagnosis subjects at least one uni dimensional recist doc measurable lesion
1, bcc surgery carcinoma basal cell diagnosis patient being unable attend future follow up visits
0, erlotinib hydrochloride cytologically pathologically confirmed gallbladder carcinoma cholangiocarcinoma
1, diphosphonates solid tumor diagnosis patient unable follow comply procedures because any geographical familial social psychological reasons
0, veliparib unresectable gallbladder cancer diagnosis life expectancy greater twelve weeks
1, dli lymphoma diagnosis active infection defined positive culture if available bacteria fungus virus within three day period prior dli fever greater three within twenty four hours prior dli
1, sorafenib hepatocellular carcinoma diagnosis clinically significant gastrointestinal bleeding within four weeks prior start drug
1, vaccines cancer diagnosis patients without confirmed progressive refractory sm using standard recist criteria those confirmed progressive refractory sm using standard recist criteria but who may have available potentially curative therapeutic options will be excluded from participation this study
1, sunitinib leiomyosarcoma diagnosis prior tyrosine kinase inhibitor therapy
0, fludarabine phosphate multiple myeloma plasma cell neoplasm diagnosis negative pregnancy test
1, fludarabine refractory diffuse large cell lymphoma diagnosis hypothyroidism following hashimoto syndrome stable on hormone replacement
1, bevacizumab glioblastoma diagnosis inability comply follow up procedures
0, iodine neuroblastoma diagnosis disease evaluable by mibg scan must be present within eight weeks entry subsequent any intervening therapy
1, pembrolizumab invasive adenocarcinoma breast diagnosis supraventricular nodal arrhythmias requiring pacemaker not controlled medication
0, peginterferon alfa b lymphoma diagnosis no other concurrent investigational agents
1, dna stability analysis lung cancer diagnosis carotid artery surgery
0, mycophenolate mofetil hepatocellular carcinoma diagnosis those an ejection fraction between thirty forty will require cardiology consultation clearance transplantation
1, paclitaxel stage iii squamous cell carcinoma lip oral cavity diagnosis history inflammatory bowel disease
1, docetaxel fallopian tube cancer diagnosis laboratory testing insufficiency
0, questionnaire administration stage iii squamous cell carcinoma nasopharynx diagnosis leukocytes greater equal three zero ul
0, laboratory biomarker analysis recurrent verrucous carcinoma oral cavity diagnosis hydrastis canadensis goldenseal
0, cisplatin lung cancer diagnosis platelet count greater one hundred zero mm³
0, oxaliplatin metastatic cancer diagnosis no concurrent cimetidine
0, skeletal scintigraphy breast cancer diagnosis appendix a
1, albumin bound paclitaxel recurrent ovarian cancer diagnosis muscular activities such strenuous exercise that can result significant increases plasma ck levels should be avoided whilst on sonidegib treatment
0, nintedanib peritoneal cancer diagnosis measurable detectable disease
0, esophageal stent placement esophageal cancer diagnosis life expectancy is over six months
0, methylprednisolone hemisuccinate recurrent adult hodgkin lymphoma diagnosis gated pool radionuclide scan fraction must be greater equal fifty
1, antibodies non small cell lung cancer diagnosis treatment an investigational agent within four weeks five half lives prior day one cycle one
